0,0,0,0,0
0,0,0,0,26
0,0,0,26,26
0,0,0,0,0
0,0,0,0,01
0,0,0,01,19
0,0,01,19,23
0,01,19,23,26
01,19,23,26,19
19,23,26,19,23
23,26,19,23,26
26,19,23,26,03
19,23,26,03,07
23,26,03,07,01
26,03,07,01,19
03,07,01,19,23
07,01,19,23,26
01,19,23,26,13
19,23,26,13,17
23,26,13,17,01
26,13,17,01,19
13,17,01,19,23
17,01,19,23,26
01,19,23,26,19
19,23,26,19,23
23,26,19,23,26
26,19,23,26,07
19,23,26,07,13
23,26,07,13,19
26,07,13,19,23
07,13,19,23,01
13,19,23,01,01
19,23,01,01,23
23,01,01,23,26
01,01,23,26,19
01,23,26,19,23
23,26,19,23,26
26,19,23,26,19
19,23,26,19,23
23,26,19,23,26
26,19,23,26,01
19,23,26,01,23
23,26,01,23,26
26,01,23,26,23
01,23,26,23,01
23,26,23,01,19
26,23,01,19,23
23,01,19,23,03
01,19,23,03,09
19,23,03,09,01
23,03,09,01,19
03,09,01,19,26
09,01,19,26,09
01,19,26,09,23
19,26,09,23,11
26,09,23,11,19
09,23,11,19,19
23,11,19,19,01
11,19,19,01,23
19,19,01,23,26
0,0,0,0,0
0,0,0,0,23
0,0,0,23,26
0,0,0,0,0
0,0,0,0,23
0,0,0,23,26
0,0,23,26,26
0,23,26,26,07
23,26,26,07,23
26,26,07,23,26
26,07,23,26,26
07,23,26,26,26
0,0,0,0,0
0,0,0,0,13
0,0,0,0,0
0,0,0,0,13
0,0,0,0,0
0,0,0,0,11
0,0,0,11,09
0,0,11,09,19
0,11,09,19,26
11,09,19,26,26
09,19,26,26,09
19,26,26,09,03
26,26,09,03,17
26,09,03,17,23
09,03,17,23,26
03,17,23,26,26
17,23,26,26,13
23,26,26,13,17
26,26,13,17,13
26,13,17,13,17
0,0,0,0,0
0,0,0,0,23
0,0,0,23,26
0,0,23,26,06
0,23,26,06,26
23,26,06,26,03
26,06,26,03,07
0,0,0,0,0
0,0,0,0,03
0,0,0,03,13
0,0,03,13,26
0,03,13,26,13
03,13,26,13,09
13,26,13,09,13
26,13,09,13,17
13,09,13,17,26
09,13,17,26,11
13,17,26,11,03
17,26,11,03,13
0,0,0,0,0
0,0,0,0,13
0,0,0,0,0
0,0,0,0,20
0,0,0,20,20
0,0,20,20,20
0,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,13
20,20,20,13,20
20,20,13,20,23
20,13,20,23,26
13,20,23,26,20
20,23,26,20,20
23,26,20,20,20
26,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,13
20,20,20,13,17
20,20,13,17,20
20,13,17,20,11
13,17,20,11,20
17,20,11,20,20
20,11,20,20,20
11,20,20,20,23
20,20,20,23,20
20,20,23,20,23
20,23,20,23,20
23,20,23,20,20
20,23,20,20,20
23,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,13
20,20,20,13,23
20,20,13,23,23
20,13,23,23,20
13,23,23,20,20
23,23,20,20,20
23,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
0,0,0,0,0
0,0,0,0,23
0,0,0,23,26
0,0,23,26,23
0,23,26,23,26
23,26,23,26,03
26,23,26,03,07
0,0,0,0,0
0,0,0,0,23
0,0,0,23,26
0,0,23,26,26
0,23,26,26,17
23,26,26,17,26
26,26,17,26,03
26,17,26,03,07
17,26,03,07,17
26,03,07,17,26
03,07,17,26,17
07,17,26,17,26
0,0,0,0,0
0,0,0,0,08
0,0,0,08,08
0,0,08,08,08
0,08,08,08,08
08,08,08,08,08
08,08,08,08,08
08,08,08,08,08
08,08,08,08,08
08,08,08,08,13
08,08,08,13,26
08,08,13,26,08
08,13,26,08,08
13,26,08,08,08
26,08,08,08,08
08,08,08,08,08
08,08,08,08,08
08,08,08,08,08
08,08,08,08,08
08,08,08,08,13
08,08,08,13,26
08,08,13,26,08
08,13,26,08,08
13,26,08,08,08
26,08,08,08,08
08,08,08,08,17
08,08,08,17,26
08,08,17,26,08
08,17,26,08,08
17,26,08,08,06
26,08,08,06,08
08,08,06,08,08
08,06,08,08,03
06,08,08,03,07
08,08,03,07,08
08,03,07,08,13
03,07,08,13,26
07,08,13,26,08
08,13,26,08,08
13,26,08,08,08
26,08,08,08,08
08,08,08,08,08
08,08,08,08,08
08,08,08,08,08
08,08,08,08,08
08,08,08,08,08
08,08,08,08,10
08,08,08,10,13
0,0,0,0,0
0,0,0,0,11
0,0,0,11,23
0,0,11,23,26
0,11,23,26,09
11,23,26,09,17
23,26,09,17,26
26,09,17,26,30
09,17,26,30,15
17,26,30,15,17
26,30,15,17,13
30,15,17,13,23
15,17,13,23,26
17,13,23,26,06
13,23,26,06,23
23,26,06,23,26
26,06,23,26,17
06,23,26,17,11
23,26,17,11,23
26,17,11,23,26
17,11,23,26,15
11,23,26,15,17
0,0,0,0,0
0,0,0,0,13
0,0,0,13,23
0,0,13,23,26
0,13,23,26,09
13,23,26,09,11
23,26,09,11,19
26,09,11,19,23
09,11,19,23,26
11,19,23,26,19
19,23,26,19,13
23,26,19,13,23
26,19,13,23,26
19,13,23,26,13
13,23,26,13,23
23,26,13,23,26
26,13,23,26,13
13,23,26,13,23
23,26,13,23,26
26,13,23,26,13
13,23,26,13,19
23,26,13,19,26
26,13,19,26,13
0,0,0,0,0
0,0,0,0,26
0,0,0,26,23
0,0,26,23,26
0,0,0,0,0
0,0,0,0,13
0,0,0,13,23
0,0,13,23,19
0,13,23,19,13
13,23,19,13,26
0,0,0,0,0
0,0,0,0,26
0,0,0,0,0
0,0,0,0,26
0,0,0,26,13
0,0,26,13,23
0,26,13,23,26
26,13,23,26,23
13,23,26,23,26
0,0,0,0,0
0,0,0,0,26
0,0,0,26,09
0,0,0,0,0
0,0,0,0,17
0,0,0,17,13
0,0,17,13,13
0,17,13,13,08
17,13,13,08,08
13,13,08,08,08
13,08,08,08,08
08,08,08,08,01
08,08,08,01,24
08,08,01,24,26
08,01,24,26,08
01,24,26,08,13
24,26,08,13,16
26,08,13,16,31
08,13,16,31,13
13,16,31,13,16
16,31,13,16,13
31,13,16,13,16
13,16,13,16,13
16,13,16,13,16
13,16,13,16,26
16,13,16,26,13
13,16,26,13,16
16,26,13,16,31
26,13,16,31,13
13,16,31,13,16
16,31,13,16,13
31,13,16,13,16
13,16,13,16,13
16,13,16,13,16
13,16,13,16,09
16,13,16,09,13
13,16,09,13,16
16,09,13,16,13
09,13,16,13,16
13,16,13,16,13
16,13,16,13,16
13,16,13,16,13
16,13,16,13,16
13,16,13,16,13
16,13,16,13,16
13,16,13,16,13
16,13,16,13,16
13,16,13,16,23
16,13,16,23,26
13,16,23,26,03
16,23,26,03,13
23,26,03,13,16
26,03,13,16,13
03,13,16,13,16
13,16,13,16,13
16,13,16,13,16
13,16,13,16,13
16,13,16,13,16
0,0,0,0,0
0,0,0,0,26
0,0,0,0,0
0,0,0,0,06
0,0,0,06,30
0,0,06,30,01
0,06,30,01,23
06,30,01,23,26
30,01,23,26,09
01,23,26,09,23
23,26,09,23,26
0,0,0,0,0
0,0,0,0,06
0,0,0,06,11
0,0,06,11,07
0,06,11,07,13
06,11,07,13,07
11,07,13,07,13
07,13,07,13,07
13,07,13,07,13
07,13,07,13,07
13,07,13,07,13
07,13,07,13,07
13,07,13,07,13
07,13,07,13,07
13,07,13,07,13
07,13,07,13,07
13,07,13,07,13
07,13,07,13,07
13,07,13,07,07
07,13,07,07,07
13,07,07,07,07
07,07,07,07,07
07,07,07,07,13
07,07,07,13,07
